customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
0559-CKHUS,low,0.012000000104308128,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2931-SVLTV,medium,0.42480000853538513,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
6899-PPEEA,medium,0.6011000275611877,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7504-UWHNB,low,0.2694000005722046,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2582-FFFZR,medium,0.4268999993801117,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8908-NMQTX,low,0.007600000128149986,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
2187-LZGPL,low,0.31310001015663147,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1431-AIDJQ,low,0.028599999845027924,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6288-LBEAR,low,0.3140000104904175,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4597-NUCQV,high,0.7257999777793884,support_tickets,Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
9019-QVLZD,high,0.8230999708175659,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
8413-YNHNV,low,0.021800000220537186,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5808-TOTXO,low,0.052000001072883606,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4369-NYSCF,low,0.07590000331401825,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6333-YDVLT,low,0.15379999577999115,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5324-KTGCG,low,0.021900000050663948,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5599-HVLTW,medium,0.5059000253677368,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
7394-LWLYN,medium,0.642300009727478,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3707-LRWZD,low,0.15860000252723694,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6873-UDNLD,low,0.13840000331401825,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
2700-LUEVA,low,0.2540999948978424,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1455-ESIQH,high,0.8575000166893005,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0958-YHXGP,medium,0.515500009059906,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
1101-SSWAG,low,0.3499999940395355,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2979-SXESE,low,0.32589998841285706,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4013-TLDHQ,medium,0.4887999892234802,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5743-KHMNA,low,0.009200000204145908,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4194-FJARJ,low,0.020500000566244125,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5325-UWTWJ,low,0.26179999113082886,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3969-GYXEL,low,0.39419999718666077,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
9208-OLGAQ,medium,0.5450999736785889,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3244-CQPHU,low,0.06689999997615814,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2674-MLXMN,low,0.3921000063419342,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
9708-HPXWZ,low,0.2337999939918518,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6992-TKNYO,low,0.05299999937415123,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4468-YDOVK,low,0.33809998631477356,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3754-DXMRT,medium,0.6812000274658203,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5792-JALQC,low,0.026900000870227814,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7130-VTEWQ,medium,0.6912000179290771,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2200-DSAAL,low,0.07800000160932541,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4302-ZYFEL,low,0.021299999207258224,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
9351-LZYGF,low,0.13349999487400055,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4366-CTOUZ,low,0.0934000015258789,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6121-VZNQB,low,0.3610000014305115,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7903-CMPEY,high,0.8410999774932861,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
1518-OMDIK,low,0.16760000586509705,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6671-NGWON,low,0.10419999808073044,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0595-ITUDF,low,0.2102999985218048,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6996-KNSML,high,0.769599974155426,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
1955-IBMMB,low,0.013299999758601189,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0096-BXERS,low,0.32109999656677246,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3806-YAZOV,low,0.08020000159740448,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7998-ZLXWN,low,0.0828000009059906,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6253-WRFHY,low,0.16580000519752502,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9133-AYJZG,medium,0.5958999991416931,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2675-OTVVJ,low,0.34860000014305115,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8680-CGLTP,low,0.07620000094175339,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8430-TWCBX,low,0.026900000870227814,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5018-GWURO,low,0.3122999966144562,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6741-QRLUP,low,0.01720000058412552,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4737-HOBAX,low,0.020800000056624413,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0537-QYZZN,medium,0.4902999997138977,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3340-QBBFM,low,0.06270000338554382,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1704-NRWYE,high,0.7307000160217285,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
2592-SEIFQ,medium,0.49309998750686646,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
8200-KLNYW,low,0.05990000069141388,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3372-CDXFJ,low,0.03660000115633011,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4781-ZXYGU,medium,0.4404999911785126,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
7632-YUTXB,low,0.026100000366568565,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2718-YSKCS,low,0.00839999970048666,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9896-UYMIE,low,0.17030000686645508,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0853-NWIFK,low,0.2775000035762787,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8212-CRQXP,medium,0.45489999651908875,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6980-CDGFC,low,0.025699999183416367,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7691-XVTZH,low,0.053199999034404755,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2520-SGTTA,low,0.03449999913573265,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7481-ATQQS,low,0.29580000042915344,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2277-VWCNI,medium,0.41440001130104065,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
1088-CNNKB,low,0.04729999974370003,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8642-GVWRF,medium,0.5439000129699707,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1930-BZLHI,low,0.035599999129772186,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3400-ESFUW,low,0.020500000566244125,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5868-YTYKS,medium,0.4253000020980835,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3525-DVKFN,low,0.01140000019222498,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1482-OXZSY,medium,0.46480000019073486,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0377-JBKKT,low,0.17430000007152557,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5778-BVOFB,low,0.28130000829696655,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3373-YZZYM,low,0.1655000001192093,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2057-ZBLPD,medium,0.5795000195503235,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0228-MAUWC,low,0.15800000727176666,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
5502-RLUYV,medium,0.4848000109195709,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0023-HGHWL,high,0.7932000160217285,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
7663-YJHSN,low,0.035599999129772186,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
4915-BFSXL,low,0.017899999395012856,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
3086-RUCRN,low,0.33309999108314514,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5215-LNLDJ,low,0.39399999380111694,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7576-JMYWV,medium,0.47679999470710754,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
9039-RBEEE,low,0.12680000066757202,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
0257-KXZGU,low,0.11789999902248383,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1307-ATKGB,medium,0.46810001134872437,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8417-FMLZI,high,0.7110999822616577,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
3714-XPXBW,low,0.13289999961853027,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1850-AKQEP,low,0.10140000283718109,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2824-DXNKN,low,0.012600000016391277,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5227-JSCFE,low,0.015300000086426735,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
0848-ZGQIJ,medium,0.5214999914169312,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3621-CHYVB,low,0.09059999883174896,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8042-RNLKO,low,0.028300000354647636,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1792-UXAFY,medium,0.5324000120162964,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
5372-FBKBN,low,0.0786999985575676,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0420-TXVSG,low,0.022600000724196434,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
6217-TOWGS,low,0.2581999897956848,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0515-YPMCW,high,0.7508000135421753,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0378-XSZPU,low,0.04010000079870224,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
1045-LTCYT,low,0.1054999977350235,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1544-JJMYL,low,0.03819999843835831,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4636-JGAAI,low,0.3246999979019165,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
6874-SGLHU,low,0.26159998774528503,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5951-AOFIH,low,0.15049999952316284,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4729-XKASR,medium,0.5974000096321106,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3059-NGMXB,low,0.1543000042438507,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8652-YHIYU,low,0.15459999442100525,"support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
5278-PNYOX,low,0.04780000075697899,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5449-FIBXJ,medium,0.4659999907016754,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
3486-HOOGQ,low,0.02370000071823597,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5061-PBXFW,low,0.0908999964594841,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
8630-FJLIB,medium,0.4212999939918518,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3891-NLXJB,low,0.023399999365210533,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4749-OJKQU,medium,0.6438000202178955,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0577-WHMEV,low,0.2687000036239624,payments,Monitor monthly and reinforce the strongest positive behavior: payments.,3
5453-AXEPF,medium,0.414000004529953,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3639-XJHKQ,low,0.20520000159740448,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3716-LRGXK,low,0.057100001722574234,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2263-SFSQZ,low,0.012799999676644802,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9950-MTGYX,low,0.012900000438094139,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3397-AVTKU,low,0.1054999977350235,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4825-FUREZ,low,0.014999999664723873,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9837-BMCLM,high,0.7314000129699707,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
2672-OJQZP,medium,0.519599974155426,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
0137-UDEUO,low,0.1728000044822693,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3134-DSHVC,low,0.03319999948143959,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
6161-UUUTA,high,0.7721999883651733,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
7821-DPRQE,medium,0.44020000100135803,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
6543-XRMYR,medium,0.6682999730110168,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2001-EWBQU,low,0.13169999420642853,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4925-LMHOK,low,0.2287999987602234,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1608-GMEWB,medium,0.4138000011444092,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6695-AMZUF,low,0.023399999365210533,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
1455-UGQVH,high,0.8313999772071838,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
8410-BGQXN,low,0.07500000298023224,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8280-MQRQN,medium,0.5533000230789185,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
1619-YWUBB,low,0.011900000274181366,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7611-YKYTC,low,0.2460000067949295,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
2037-SGXHH,low,0.3993000090122223,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
3178-FESZO,high,0.8981000185012817,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0365-GXEZS,low,0.2612999975681305,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0082-OQIQY,medium,0.43860000371932983,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
6087-MVHJH,medium,0.508899986743927,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4603-JANFB,high,0.8385999798774719,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
3018-TFTSU,low,0.34439998865127563,payments,Monitor monthly and reinforce the strongest positive behavior: payments.,3
3606-SBKRY,low,0.12729999423027039,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
4806-KEXQR,high,0.7495999932289124,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
0667-NSRGI,low,0.05420000106096268,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7083-YNSKY,low,0.09910000115633011,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6893-ODYYE,low,0.062300000339746475,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8242-JSVBO,low,0.31310001015663147,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2479-BRAMR,low,0.295199990272522,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
9541-ZPSEA,low,0.027300000190734863,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2665-NPTGL,medium,0.5275999903678894,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
1139-WUOAH,low,0.022600000724196434,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
4693-VWVBO,low,0.13819999992847443,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7434-SHXLS,low,0.28610000014305115,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6937-GCDGQ,low,0.14259999990463257,"usage, support_tickets, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0988-JRWWP,medium,0.5644000172615051,"usage, support_tickets, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
5075-JSDKI,low,0.01600000075995922,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7908-QCBCA,high,0.7892000079154968,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
8644-XYTSV,low,0.16019999980926514,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6711-FLDFB,medium,0.6614999771118164,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3873-WOSBC,low,0.01269999984651804,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
7465-ZZRVX,high,0.8070999979972839,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
7975-JMZNT,low,0.02449999935925007,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7251-XFOIL,low,0.1590999960899353,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
4116-IQRFR,low,0.04800000041723251,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3714-JTVOV,low,0.3172000050544739,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
8259-DZLIZ,low,0.07329999655485153,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0442-ZXKVS,low,0.18539999425411224,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7853-WNZSY,medium,0.4377000033855438,"usage, payments","Send targeted intervention before renewal risk increases. Suggested playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",2
3120-FAZKD,low,0.014100000262260437,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8606-OEGQZ,low,0.017500000074505806,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
0225-ZORZP,medium,0.6359000205993652,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4702-IOQDC,high,0.8098999857902527,"usage, support_tickets, payments","Contact within 48 hours. Primary playbook: Offer onboarding, usage review, or workflow training to improve product adoption.",1
9489-JMTTN,low,0.009700000286102295,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0575-CUQOV,low,0.22939999401569366,support_tickets,Monitor monthly and reinforce the strongest positive behavior: support_tickets.,3
0967-BMLBD,low,0.041200000792741776,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6178-KFNHS,medium,0.597100019454956,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
2830-LEWOA,low,0.14550000429153442,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
5006-MXVRN,low,0.012799999676644802,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
1264-BYWMS,medium,0.4878000020980835,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9658-WYUFB,medium,0.5475000143051147,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
8327-WKMIE,low,0.026599999517202377,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
6917-FIJHC,low,0.005900000222027302,usage,Monitor monthly and reinforce the strongest positive behavior: usage.,3
5329-KRDTM,low,0.013899999670684338,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
7797-EJMDP,low,0.13330000638961792,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3530-VWVGU,low,0.08609999716281891,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
2013-SGDXK,high,0.7926999926567078,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
6368-NWMCE,low,0.13699999451637268,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
3633-CDBUW,low,0.07999999821186066,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
0707-HOVVN,low,0.03240000084042549,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
8580-QVLOC,low,0.011900000274181366,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3956-MGXOG,medium,0.44679999351501465,support_tickets,Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
9274-UARKJ,medium,0.5393000245094299,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
4077-HWUYD,low,0.00930000003427267,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
2012-NWRPA,high,0.8226000070571899,"support_tickets, payments",Contact within 48 hours. Primary playbook: Prioritize proactive support outreach and assign a customer success owner.,1
8808-ELEHO,medium,0.6870999932289124,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
0103-CSITQ,low,0.24120000004768372,"plan, support_tickets",Monitor monthly and reinforce the strongest positive behavior: plan.,3
3506-LCJDC,low,0.28200000524520874,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
8671-KKKOS,low,0.181099995970726,"usage, support_tickets",Monitor monthly and reinforce the strongest positive behavior: usage.,3
7305-ZWMAJ,low,0.026499999687075615,"usage, payments",Monitor monthly and reinforce the strongest positive behavior: usage.,3
9518-XXBXE,medium,0.5083000063896179,"support_tickets, payments",Send targeted intervention before renewal risk increases. Suggested playbook: Prioritize proactive support outreach and assign a customer success owner.,2
3934-HXCFZ,medium,0.641700029373169,"plan, support_tickets",Send targeted intervention before renewal risk increases. Suggested playbook: Review whether this plan tier matches the customer's actual usage pattern.,2
