customer_id,plan,internet_service,payment_method,usage,payments,support_tickets,months_active,paperless_billing,senior_citizen,churned
6899-PPEEA,Month-to-month,Fiber optic,Electronic check,96.5500,3580.3000,3,37,1,1,1
7504-UWHNB,Month-to-month,Fiber optic,Electronic check,69.7500,1729.3500,3,25,0,0,0
2582-FFFZR,Month-to-month,DSL,Electronic check,50.6000,1073.3000,2,22,1,0,0
8908-NMQTX,Two year,DSL,Bank transfer (automatic),65.6000,4566.5000,0,72,1,0,0
2187-LZGPL,Month-to-month,DSL,Credit card (automatic),40.1000,293.3000,3,7,1,0,1
1431-AIDJQ,Two year,DSL,Credit card (automatic),82.1000,2603.1000,1,33,0,0,0
6288-LBEAR,Month-to-month,Fiber optic,Mailed check,79.1000,1783.7500,2,23,1,0,0
4597-NUCQV,Month-to-month,Fiber optic,Electronic check,101.2500,2440.1500,3,24,1,1,1
9019-QVLZD,Month-to-month,Fiber optic,Electronic check,79.5500,79.5500,3,1,0,0,1
8413-YNHNV,Two year,DSL,Mailed check,90.6500,6322.1000,0,69,0,0,0
5808-TOTXO,One year,No,Credit card (automatic),20.5500,57.4000,0,3,1,0,0
4369-NYSCF,One year,DSL,Bank transfer (automatic),75.7500,4284.6500,2,56,1,0,0
6333-YDVLT,One year,Fiber optic,Credit card (automatic),110.0000,7138.6500,0,65,1,0,0
5324-KTGCG,One year,No,Electronic check,20.8500,1539.7500,0,71,0,0,0
5599-HVLTW,Month-to-month,Fiber optic,Bank transfer (automatic),80.3500,1058.1000,2,14,1,1,0
7394-LWLYN,Month-to-month,Fiber optic,Electronic check,70.1500,123.8000,3,2,1,0,0
3707-LRWZD,One year,Fiber optic,Electronic check,84.0500,2781.8500,3,32,0,0,1
6873-UDNLD,Month-to-month,DSL,Electronic check,67.4500,2731.0000,1,40,0,0,0
2700-LUEVA,Month-to-month,No,Credit card (automatic),20.7500,20.7500,0,1,0,0,0
1455-ESIQH,Month-to-month,Fiber optic,Electronic check,89.1000,89.1000,3,1,1,0,1
0958-YHXGP,Month-to-month,Fiber optic,Mailed check,69.9000,497.3000,3,7,1,0,0
1101-SSWAG,Month-to-month,DSL,Electronic check,51.1000,711.1500,3,15,1,0,0
2979-SXESE,Month-to-month,Fiber optic,Electronic check,94.4000,1607.2000,1,17,0,0,1
4013-TLDHQ,Month-to-month,Fiber optic,Electronic check,78.2500,1490.9500,2,19,1,0,1
5743-KHMNA,Two year,No,Bank transfer (automatic),25.5500,1898.1000,0,71,0,0,0
4194-FJARJ,Two year,DSL,Bank transfer (automatic),60.0000,3273.9500,1,54,0,0,0
5325-UWTWJ,Month-to-month,Fiber optic,Credit card (automatic),90.5500,2929.7500,1,31,1,0,0
3969-GYXEL,Month-to-month,Fiber optic,Electronic check,76.4000,838.7000,2,11,0,0,0
9208-OLGAQ,Month-to-month,Fiber optic,Electronic check,84.9500,1443.6500,2,18,1,1,0
3244-CQPHU,Two year,Fiber optic,Bank transfer (automatic),110.1000,7746.7000,1,72,1,1,0
2674-MLXMN,Month-to-month,Fiber optic,Credit card (automatic),99.6500,6951.1500,3,71,1,1,0
9708-HPXWZ,Month-to-month,DSL,Credit card (automatic),45.4000,214.7500,1,5,0,1,0
6992-TKNYO,One year,DSL,Credit card (automatic),69.0000,2669.4500,1,38,0,0,0
4468-YDOVK,Month-to-month,DSL,Bank transfer (automatic),48.6500,235.2000,2,5,1,0,0
3754-DXMRT,Month-to-month,DSL,Electronic check,44.1500,92.6500,3,2,1,1,1
5792-JALQC,Two year,DSL,Bank transfer (automatic),59.8500,3103.2500,1,52,0,1,0
7130-VTEWQ,Month-to-month,Fiber optic,Electronic check,75.7500,606.2500,3,8,1,1,1
2200-DSAAL,Two year,DSL,Electronic check,80.6500,5330.2000,2,68,1,0,0
4302-ZYFEL,One year,No,Credit card (automatic),20.5500,1403.1000,0,69,1,0,0
9351-LZYGF,Month-to-month,DSL,Credit card (automatic),66.4000,2727.8000,1,42,1,0,0
4366-CTOUZ,Two year,Fiber optic,Mailed check,100.2000,5038.4500,2,50,1,0,0
6121-VZNQB,Month-to-month,No,Mailed check,19.1000,19.1000,0,1,1,0,1
7903-CMPEY,Month-to-month,Fiber optic,Electronic check,80.3000,80.3000,2,1,1,1,1
1518-OMDIK,Month-to-month,DSL,Credit card (automatic),44.5500,1462.6000,3,33,1,0,0
6671-NGWON,Month-to-month,No,Mailed check,20.3500,150.6000,0,7,0,0,0
0595-ITUDF,Month-to-month,Fiber optic,Electronic check,91.8000,5960.5000,1,64,1,0,0
6996-KNSML,Month-to-month,Fiber optic,Electronic check,74.9000,74.9000,2,1,1,0,1
1955-IBMMB,Two year,No,Bank transfer (automatic),20.2000,1192.3000,0,59,1,0,0
0096-BXERS,Month-to-month,DSL,Electronic check,50.3500,314.5500,3,6,0,0,0
3806-YAZOV,Month-to-month,No,Mailed check,18.8000,56.0000,0,3,0,0,0
7998-ZLXWN,Month-to-month,No,Credit card (automatic),20.4500,330.8000,0,15,0,0,0
6253-WRFHY,One year,DSL,Electronic check,64.7500,877.3500,3,13,1,0,0
9133-AYJZG,Month-to-month,Fiber optic,Credit card (automatic),98.7000,2249.1000,3,23,1,0,0
2675-OTVVJ,Month-to-month,Fiber optic,Electronic check,89.4500,2807.6500,2,31,0,1,0
8680-CGLTP,One year,DSL,Electronic check,58.7500,1696.2000,1,29,1,0,0
8430-TWCBX,One year,No,Credit card (automatic),20.7000,1032.0500,0,49,0,0,0
5018-GWURO,Month-to-month,Fiber optic,Bank transfer (automatic),85.6000,4902.8000,3,56,1,0,0
6741-QRLUP,Two year,DSL,Credit card (automatic),80.3000,4995.3500,0,63,1,0,0
4737-HOBAX,Two year,DSL,Credit card (automatic),79.8000,5034.0500,1,63,0,0,0
0537-QYZZN,Month-to-month,Fiber optic,Electronic check,79.8500,1857.7500,2,24,1,1,0
3340-QBBFM,One year,DSL,Credit card (automatic),54.1000,1992.8500,1,36,0,1,0
1704-NRWYE,Month-to-month,Fiber optic,Electronic check,80.8500,751.6500,3,9,1,1,1
2592-SEIFQ,Month-to-month,DSL,Electronic check,24.7500,66.9500,3,3,0,0,1
8200-KLNYW,One year,DSL,Mailed check,80.9000,1714.9500,0,21,0,0,0
3372-CDXFJ,One year,No,Bank transfer (automatic),24.5000,343.6000,0,13,0,0,0
4781-ZXYGU,Month-to-month,No,Bank transfer (automatic),20.1500,20.1500,0,1,1,0,0
7632-YUTXB,One year,No,Mailed check,20.0500,520.1000,0,25,0,0,0
2718-YSKCS,Two year,No,Bank transfer (automatic),19.6000,1387.4500,0,71,1,0,0
9896-UYMIE,One year,Fiber optic,Bank transfer (automatic),114.3000,7383.7000,0,66,1,0,0
0853-NWIFK,One year,Fiber optic,Electronic check,100.3000,4483.9500,2,45,1,0,0
8212-CRQXP,Month-to-month,Fiber optic,Credit card (automatic),80.0000,1706.4500,3,22,1,0,0
6980-CDGFC,One year,No,Bank transfer (automatic),20.8500,1327.4000,0,67,1,0,0
7691-XVTZH,Two year,Fiber optic,Bank transfer (automatic),89.9500,5974.3000,2,68,1,0,0
2520-SGTTA,Two year,No,Mailed check,20.0000,0.0000,0,0,0,0,0
7481-ATQQS,Month-to-month,Fiber optic,Credit card (automatic),90.8500,4515.8500,2,49,1,1,1
2277-VWCNI,Month-to-month,DSL,Mailed check,48.7500,179.8500,3,4,0,1,0
1088-CNNKB,One year,DSL,Credit card (automatic),80.0000,5040.2000,0,63,0,0,0
8642-GVWRF,Month-to-month,Fiber optic,Bank transfer (automatic),79.7000,165.0000,2,2,0,0,1
1930-BZLHI,One year,No,Mailed check,20.3500,422.7000,0,21,1,0,0
3400-ESFUW,Two year,DSL,Bank transfer (automatic),57.5500,3046.4000,1,55,0,0,1
5868-YTYKS,Month-to-month,No,Mailed check,20.2500,20.2500,0,1,1,0,0
3525-DVKFN,Two year,No,Mailed check,19.4000,358.0500,0,17,0,0,0
1482-OXZSY,Month-to-month,Fiber optic,Bank transfer (automatic),100.4000,2936.2500,2,30,1,0,0
0377-JBKKT,Month-to-month,DSL,Mailed check,57.9500,1271.8000,1,22,1,0,0
5778-BVOFB,Month-to-month,DSL,Bank transfer (automatic),59.5000,530.0500,2,9,1,0,0
3373-YZZYM,Month-to-month,No,Mailed check,19.2000,19.2000,0,1,0,0,0
2057-ZBLPD,Month-to-month,Fiber optic,Electronic check,86.5000,1808.7000,3,21,1,0,1
0228-MAUWC,Month-to-month,DSL,Electronic check,59.5500,1144.6000,1,19,0,0,0
5502-RLUYV,Month-to-month,Fiber optic,Electronic check,103.9500,7446.9000,2,69,1,0,1
0023-HGHWL,Month-to-month,DSL,Electronic check,25.1000,25.1000,3,1,1,1,1
7663-YJHSN,Two year,Fiber optic,Bank transfer (automatic),103.9500,7556.9000,0,72,1,0,0
4915-BFSXL,Two year,DSL,Credit card (automatic),68.9500,4858.7000,1,70,0,0,0
3086-RUCRN,Month-to-month,Fiber optic,Bank transfer (automatic),103.1000,6595.0000,0,66,1,0,0
5215-LNLDJ,Month-to-month,DSL,Electronic check,24.7000,149.0500,3,7,1,0,0
7576-JMYWV,Month-to-month,Fiber optic,Electronic check,110.2000,4972.1000,1,46,1,1,0
9039-RBEEE,Month-to-month,DSL,Credit card (automatic),48.9500,1880.8500,1,39,1,0,1
0257-KXZGU,Month-to-month,DSL,Bank transfer (automatic),62.4500,2045.5500,2,32,0,0,0
1307-ATKGB,Month-to-month,Fiber optic,Electronic check,89.5500,2187.1500,2,24,1,0,0
8417-FMLZI,Month-to-month,Fiber optic,Credit card (automatic),83.5500,477.5500,3,6,1,0,1
3714-XPXBW,Month-to-month,DSL,Credit card (automatic),78.9000,2976.9500,0,37,1,0,0
1850-AKQEP,Month-to-month,No,Mailed check,20.3500,178.7000,0,8,0,0,0
2824-DXNKN,Two year,DSL,Bank transfer (automatic),71.4500,5025.8500,1,72,1,0,0
5227-JSCFE,Two year,DSL,Credit card (automatic),46.3500,3353.4000,0,71,0,1,0
0848-ZGQIJ,Month-to-month,Fiber optic,Bank transfer (automatic),94.6500,1461.1500,3,16,1,0,0
3621-CHYVB,Month-to-month,DSL,Bank transfer (automatic),49.9000,2782.4000,0,57,1,0,0
8042-RNLKO,One year,No,Bank transfer (automatic),25.4500,1699.1500,0,66,0,0,0
1792-UXAFY,Month-to-month,Fiber optic,Electronic check,89.1500,1496.9000,2,17,1,1,1
5372-FBKBN,Month-to-month,No,Mailed check,20.7500,452.2000,0,21,0,0,0
0420-TXVSG,Two year,DSL,Credit card (automatic),66.1000,4428.4500,1,66,1,0,0
6217-TOWGS,Month-to-month,DSL,Bank transfer (automatic),75.4000,1322.5500,3,17,1,0,0
0515-YPMCW,Month-to-month,Fiber optic,Mailed check,70.4500,70.4500,3,1,1,0,1
0378-XSZPU,One year,DSL,Credit card (automatic),60.3000,3563.8000,1,58,0,0,1
1045-LTCYT,Month-to-month,No,Credit card (automatic),21.0500,139.7500,0,8,0,0,0
1544-JJMYL,One year,DSL,Credit card (automatic),69.3500,1927.3000,0,27,0,0,0
4636-JGAAI,Month-to-month,Fiber optic,Mailed check,88.8500,3000.2500,3,34,0,0,0
6874-SGLHU,One year,Fiber optic,Bank transfer (automatic),97.0000,3021.3000,3,30,1,0,0
5951-AOFIH,Month-to-month,DSL,Credit card (automatic),66.4000,2245.4000,2,33,1,0,0
4729-XKASR,Month-to-month,DSL,Electronic check,24.7500,24.7500,3,1,0,0,1
3059-NGMXB,Month-to-month,DSL,Mailed check,69.2000,944.6500,2,14,0,0,0
8652-YHIYU,One year,Fiber optic,Credit card (automatic),79.5000,1264.2000,2,16,1,0,0
5278-PNYOX,Two year,Fiber optic,Credit card (automatic),100.6500,4917.7500,1,49,0,0,0
5449-FIBXJ,Month-to-month,Fiber optic,Electronic check,103.3000,2012.7000,1,19,0,0,1
3486-HOOGQ,Two year,DSL,Bank transfer (automatic),79.7000,5743.3000,0,70,0,0,0
5061-PBXFW,Month-to-month,DSL,Bank transfer (automatic),61.4000,1864.6500,1,32,0,0,0
8630-FJLIB,Month-to-month,Fiber optic,Electronic check,69.8000,1221.6500,3,18,1,0,0
3891-NLXJB,Two year,DSL,Mailed check,40.5500,1390.8500,1,37,1,0,0
4749-OJKQU,Month-to-month,Fiber optic,Electronic check,75.6500,302.3500,3,4,1,0,0
0577-WHMEV,Month-to-month,Fiber optic,Electronic check,90.7000,1374.9000,1,16,0,0,0
5453-AXEPF,Month-to-month,Fiber optic,Bank transfer (automatic),80.5000,1336.9000,3,17,1,0,0
3639-XJHKQ,Month-to-month,DSL,Electronic check,60.6000,1297.8000,1,19,1,0,0
3716-LRGXK,Two year,Fiber optic,Credit card (automatic),101.1500,6067.4000,2,60,0,0,0
2263-SFSQZ,Two year,No,Mailed check,24.9500,1222.2500,0,51,1,0,0
9950-MTGYX,Two year,No,Credit card (automatic),20.3000,487.9500,0,28,1,0,0
3397-AVTKU,Two year,DSL,Electronic check,60.0000,2548.5500,3,43,1,0,0
4825-FUREZ,Two year,No,Electronic check,20.2500,835.5000,0,42,0,0,0
9837-BMCLM,Month-to-month,Fiber optic,Electronic check,78.5000,242.0500,3,3,1,0,1
2672-OJQZP,Month-to-month,DSL,Mailed check,44.7500,44.7500,3,1,0,0,0
0137-UDEUO,Month-to-month,No,Mailed check,19.8500,63.7500,0,3,0,0,1
3134-DSHVC,Two year,Fiber optic,Credit card (automatic),98.0000,6218.4500,1,63,0,0,0
6161-UUUTA,Month-to-month,Fiber optic,Electronic check,79.9000,260.9000,3,3,1,1,1
7821-DPRQE,Month-to-month,Fiber optic,Electronic check,107.7000,7320.9000,1,68,1,0,0
6543-XRMYR,Month-to-month,Fiber optic,Electronic check,99.7000,2967.3500,3,30,1,1,1
2001-EWBQU,Two year,Fiber optic,Electronic check,104.7000,6333.8000,2,60,0,0,0
4925-LMHOK,Month-to-month,DSL,Credit card (automatic),58.6000,939.7000,2,15,1,0,1
1608-GMEWB,Month-to-month,Fiber optic,Bank transfer (automatic),93.9000,4200.2500,3,45,1,1,0
6695-AMZUF,Two year,DSL,Credit card (automatic),86.4500,5950.2000,0,70,0,0,0
1455-UGQVH,Month-to-month,Fiber optic,Electronic check,98.5000,1037.7500,2,10,1,0,1
8410-BGQXN,Month-to-month,No,Mailed check,19.4000,93.4000,0,4,0,0,0
8280-MQRQN,Month-to-month,DSL,Mailed check,50.4500,50.4500,2,1,1,0,1
1619-YWUBB,Two year,No,Credit card (automatic),24.9500,1614.9000,0,68,1,0,0
7611-YKYTC,Month-to-month,Fiber optic,Bank transfer (automatic),75.0000,1573.9500,2,22,0,0,0
2037-SGXHH,Month-to-month,Fiber optic,Electronic check,94.6500,3624.3000,2,38,1,0,1
3178-FESZO,Month-to-month,Fiber optic,Credit card (automatic),100.2500,100.2500,3,1,1,0,1
0365-GXEZS,Month-to-month,Fiber optic,Electronic check,78.2000,1468.7500,1,18,0,0,0
0082-OQIQY,Month-to-month,Fiber optic,Electronic check,94.2000,2607.6000,2,29,1,0,0
6087-MVHJH,Month-to-month,Fiber optic,Electronic check,88.4500,1422.1000,2,16,1,0,1
4603-JANFB,Month-to-month,Fiber optic,Electronic check,69.8500,69.8500,3,1,1,0,1
3018-TFTSU,Month-to-month,Fiber optic,Bank transfer (automatic),81.7000,858.6000,1,12,0,0,1
3606-SBKRY,One year,DSL,Electronic check,50.0500,1523.4000,2,31,1,0,0
4806-KEXQR,Month-to-month,Fiber optic,Electronic check,79.9000,324.3000,3,4,1,0,1
0667-NSRGI,One year,DSL,Mailed check,69.5500,3435.6000,1,48,1,0,0
7083-YNSKY,Month-to-month,No,Credit card (automatic),25.4000,399.6000,0,15,1,0,1
6893-ODYYE,One year,Fiber optic,Credit card (automatic),90.1000,4549.4500,0,50,1,0,0
8242-JSVBO,Month-to-month,DSL,Bank transfer (automatic),44.6500,322.5000,3,7,1,0,0
2479-BRAMR,Month-to-month,Fiber optic,Bank transfer (automatic),83.7500,3273.5500,1,41,1,1,1
9541-ZPSEA,Two year,Fiber optic,Credit card (automatic),80.3500,5375.1500,1,68,0,0,0
2665-NPTGL,Month-to-month,Fiber optic,Bank transfer (automatic),98.1000,2510.7000,2,26,1,1,0
1139-WUOAH,Two year,DSL,Credit card (automatic),53.3500,3090.0500,1,57,0,0,0
4693-VWVBO,Month-to-month,No,Electronic check,19.5500,61.0500,0,3,0,0,0
7434-SHXLS,Month-to-month,No,Mailed check,20.9000,20.9000,0,1,0,0,1
6937-GCDGQ,One year,DSL,Bank transfer (automatic),48.9500,955.6000,2,19,1,0,0
0988-JRWWP,Month-to-month,DSL,Electronic check,54.2000,140.4000,3,3,1,0,0
5075-JSDKI,Two year,No,Electronic check,24.4500,1493.1000,0,59,0,0,0
7908-QCBCA,Month-to-month,Fiber optic,Mailed check,69.4000,69.4000,3,1,1,0,1
8644-XYTSV,Month-to-month,DSL,Bank transfer (automatic),40.1500,1626.0500,2,42,1,0,0
6711-FLDFB,Month-to-month,Fiber optic,Electronic check,74.9000,541.1500,3,7,1,0,1
3873-WOSBC,Two year,No,Credit card (automatic),25.6000,1784.9000,0,67,0,0,0
7465-ZZRVX,Month-to-month,Fiber optic,Electronic check,70.3500,70.3500,3,1,1,0,0
7975-JMZNT,Two year,DSL,Bank transfer (automatic),91.7000,6075.9000,0,66,0,0,0
7251-XFOIL,Month-to-month,Fiber optic,Mailed check,89.2000,5500.6000,2,61,0,0,0
4116-IQRFR,One year,No,Credit card (automatic),24.1000,73.1000,0,4,0,0,0
3714-JTVOV,Month-to-month,Fiber optic,Credit card (automatic),74.1500,3229.4000,2,42,1,1,1
8259-DZLIZ,One year,DSL,Bank transfer (automatic),53.8500,3399.8500,3,64,1,0,0
0442-ZXKVS,One year,Fiber optic,Bank transfer (automatic),115.6000,6431.0500,0,54,1,1,0
7853-WNZSY,Month-to-month,No,Credit card (automatic),19.7500,19.7500,0,1,1,0,0
3120-FAZKD,Two year,No,Bank transfer (automatic),24.0500,1230.9000,0,54,1,0,0
8606-OEGQZ,Two year,No,Credit card (automatic),25.3000,454.6500,0,18,0,0,0
0225-ZORZP,Month-to-month,Fiber optic,Electronic check,84.3000,235.0500,3,3,0,0,0
4702-IOQDC,Month-to-month,Fiber optic,Electronic check,70.1000,70.1000,3,1,1,0,1
9489-JMTTN,Two year,DSL,Credit card (automatic),89.7500,6595.9000,0,72,0,0,0
0575-CUQOV,One year,Fiber optic,Electronic check,97.9500,5867.0000,2,60,1,1,0
0967-BMLBD,One year,No,Mailed check,20.0000,196.3500,0,11,1,0,0
6178-KFNHS,Month-to-month,Fiber optic,Electronic check,78.3000,909.2500,2,12,1,0,1
2830-LEWOA,One year,Fiber optic,Credit card (automatic),103.9000,6449.1500,1,61,0,0,0
5006-MXVRN,Two year,No,Credit card (automatic),20.7000,762.4500,0,39,0,0,0
1264-BYWMS,Month-to-month,Fiber optic,Electronic check,96.8000,5283.9500,3,55,1,0,1
9658-WYUFB,Month-to-month,Fiber optic,Electronic check,94.4000,1617.5000,2,17,1,0,1
8327-WKMIE,One year,No,Credit card (automatic),20.1500,785.7500,0,37,0,0,0
6917-FIJHC,Two year,No,Mailed check,26.0000,1776.0000,0,72,1,0,0
5329-KRDTM,Two year,DSL,Credit card (automatic),77.3500,5396.2500,1,72,0,1,0
7797-EJMDP,Month-to-month,DSL,Bank transfer (automatic),66.0500,574.5000,1,8,0,0,0
3530-VWVGU,Month-to-month,No,Mailed check,19.9000,400.3000,0,22,0,0,0
2013-SGDXK,Month-to-month,Fiber optic,Electronic check,84.3000,84.3000,3,1,0,0,1
6368-NWMCE,Month-to-month,DSL,Credit card (automatic),68.1500,2656.3000,2,38,0,0,0
3633-CDBUW,One year,DSL,Electronic check,80.8500,1445.9500,1,17,0,0,0
0707-HOVVN,Two year,DSL,Bank transfer (automatic),75.5000,5212.6500,1,70,1,1,0
8580-QVLOC,Two year,DSL,Credit card (automatic),92.4500,6440.2500,0,72,0,1,1
3956-MGXOG,Month-to-month,Fiber optic,Electronic check,80.6000,2244.9500,3,28,1,0,0
9274-UARKJ,Month-to-month,Fiber optic,Bank transfer (automatic),83.2000,1130.0000,3,15,1,0,0
4077-HWUYD,Two year,DSL,Bank transfer (automatic),87.5500,6463.1500,0,72,1,0,0
2012-NWRPA,Month-to-month,Fiber optic,Electronic check,99.5500,1131.2000,2,11,1,1,1
8808-ELEHO,Month-to-month,Fiber optic,Electronic check,81.2500,585.9500,2,8,1,1,1
0103-CSITQ,One year,Fiber optic,Bank transfer (automatic),109.4000,6252.7000,1,57,1,0,0
3506-LCJDC,Month-to-month,No,Bank transfer (automatic),19.9500,19.9500,0,1,0,0,1
8671-KKKOS,Month-to-month,DSL,Electronic check,45.5500,2062.1500,2,46,0,0,0
7305-ZWMAJ,One year,No,Credit card (automatic),20.7000,587.1000,0,30,0,0,0
9518-XXBXE,Month-to-month,Fiber optic,Electronic check,75.3000,720.4500,2,10,0,1,0
3934-HXCFZ,Month-to-month,Fiber optic,Electronic check,99.2500,2186.4000,1,23,1,0,1
6578-KRMAW,Month-to-month,Fiber optic,Credit card (automatic),93.4000,2979.3000,1,32,1,0,0
4860-IJUDE,Month-to-month,Fiber optic,Credit card (automatic),73.7500,956.6500,2,13,1,0,0
7666-WKRON,Two year,Fiber optic,Electronic check,80.4500,3201.5500,1,39,1,0,1
9688-YGXVR,Month-to-month,Fiber optic,Credit card (automatic),88.1500,3973.2000,2,44,1,0,0
0423-UDIJQ,Month-to-month,DSL,Mailed check,49.2000,447.9000,2,9,0,1,0
1945-XISKS,Two year,No,Mailed check,19.6500,1335.2000,0,67,0,0,0
4910-AQFFX,Month-to-month,Fiber optic,Bank transfer (automatic),79.3500,661.2500,2,9,1,0,1
2154-KVJFF,Month-to-month,Fiber optic,Electronic check,79.7500,1111.8500,3,15,1,0,1
5360-LJCNJ,Two year,Fiber optic,Bank transfer (automatic),105.1500,7555.0000,2,71,1,0,0
2607-FBDFF,Month-to-month,DSL,Credit card (automatic),49.0000,49.0000,2,1,0,0,0
9647-ERGBE,Month-to-month,Fiber optic,Electronic check,100.0500,3046.1500,2,30,1,0,1
3428-XZMAZ,Month-to-month,Fiber optic,Electronic check,69.3500,69.3500,3,1,1,0,1
1100-DDVRV,Month-to-month,DSL,Mailed check,49.8000,836.3500,3,17,1,0,0
0378-TOVMS,Month-to-month,Fiber optic,Electronic check,85.8000,272.2000,2,3,0,0,1
4355-HBJHH,Two year,DSL,Electronic check,79.7000,5293.4000,1,67,1,0,1
6728-WYQBC,Month-to-month,No,Bank transfer (automatic),20.9500,20.9500,0,1,0,0,0
9058-CBREO,Month-to-month,DSL,Mailed check,50.5500,50.5500,3,1,0,1,1
9029-FEGVJ,Month-to-month,Fiber optic,Mailed check,79.3000,2570.0000,2,32,0,1,0
7216-KAOID,One year,No,Bank transfer (automatic),19.5000,798.2000,0,41,0,0,0
0318-QUUOB,Month-to-month,Fiber optic,Electronic check,80.5500,80.5500,3,1,1,0,1
6145-NNPNO,Month-to-month,DSL,Bank transfer (automatic),44.1500,44.1500,3,1,0,0,0
5520-FVEWJ,Month-to-month,Fiber optic,Electronic check,84.5000,916.9000,2,12,1,0,1
5339-TJFEK,Month-to-month,Fiber optic,Electronic check,105.5000,6487.2000,2,62,1,0,0
5572-ZDXHY,Month-to-month,Fiber optic,Mailed check,84.3000,1855.6500,3,22,1,0,1
2074-GUHPQ,Month-to-month,Fiber optic,Credit card (automatic),92.7000,1556.8500,1,17,1,0,0
4625-XMOYM,Two year,No,Bank transfer (automatic),26.2500,1988.0500,0,72,1,0,0
5827-MWCZK,Month-to-month,Fiber optic,Credit card (automatic),96.9500,5432.2000,2,56,1,0,0
1385-TQOZW,Month-to-month,No,Credit card (automatic),20.4500,147.5500,0,9,1,0,0
5914-XRFQB,Two year,Fiber optic,Bank transfer (automatic),115.8000,8424.9000,0,72,1,0,0
4329-YPDDQ,Month-to-month,Fiber optic,Bank transfer (automatic),108.2000,2203.7000,0,20,1,0,0
4804-NCPET,Two year,No,Mailed check,20.2000,387.4000,0,19,0,0,0
3750-CKVKH,Month-to-month,Fiber optic,Electronic check,67.7500,116.6500,3,2,1,0,1
5944-UGLLK,One year,DSL,Credit card (automatic),54.9000,3045.7500,1,53,0,0,0
8063-GBATB,Month-to-month,Fiber optic,Electronic check,85.2500,2287.2500,3,27,1,1,1
7787-BNTZM,Month-to-month,No,Bank transfer (automatic),20.1500,130.5000,0,6,0,0,0
2252-ISRNH,One year,Fiber optic,Electronic check,90.3500,767.9000,2,9,1,0,0
9415-TPKRV,Month-to-month,DSL,Electronic check,55.7500,446.8000,3,8,0,0,0
5322-TEUJK,Two year,Fiber optic,Bank transfer (automatic),114.6000,8100.2500,0,71,0,0,0
4547-KQRTM,Month-to-month,Fiber optic,Bank transfer (automatic),80.0500,830.7000,3,10,1,0,1
4877-EVATK,Month-to-month,No,Mailed check,20.0000,20.0000,0,1,0,0,1
1866-DIOQZ,One year,DSL,Bank transfer (automatic),66.8000,4689.1500,0,71,0,0,0
8375-KVTHK,One year,Fiber optic,Electronic check,100.3000,6754.3500,2,68,1,0,0
2697-NQBPF,Month-to-month,Fiber optic,Electronic check,105.3500,3540.6500,2,34,1,0,0
3709-OIJEA,One year,Fiber optic,Electronic check,85.2000,2184.6000,1,26,1,0,0
7639-SUPCW,Month-to-month,DSL,Credit card (automatic),48.8000,1054.6000,2,22,1,0,1
1386-ZIKUV,Month-to-month,No,Mailed check,18.9500,130.5500,0,7,1,0,0
0599-XNYDO,Month-to-month,Fiber optic,Bank transfer (automatic),69.8000,1540.3500,3,20,1,0,0
6377-WHAOX,Month-to-month,Fiber optic,Electronic check,106.1500,6411.2500,2,60,1,0,0
6855-VLGOS,Two year,No,Electronic check,20.5500,1432.5500,0,72,0,0,0
8999-XXGNS,One year,Fiber optic,Credit card (automatic),105.7500,7629.8500,2,72,1,1,0
8746-OQQRW,Month-to-month,No,Mailed check,25.2500,101.9000,0,4,0,0,0
3181-MIZBN,Month-to-month,No,Electronic check,19.7500,313.4000,0,16,0,0,0
0471-ARVMX,One year,Fiber optic,Electronic check,104.8500,6312.9000,1,62,1,1,0
7766-CLTIC,Month-to-month,DSL,Mailed check,60.9500,629.5500,2,10,1,0,0
5650-YLIBA,Month-to-month,Fiber optic,Electronic check,81.1500,2640.5500,3,31,1,0,0
0825-CPPQH,Two year,No,Credit card (automatic),19.1000,1372.4500,0,71,0,0,0
9084-OAYKL,Two year,No,Mailed check,20.8000,1212.2500,0,58,0,0,0
6122-LJADA,Two year,DSL,Credit card (automatic),90.1500,6237.0500,0,70,1,0,0
2400-XIWIO,Two year,DSL,Electronic check,90.1000,6310.9000,0,71,0,0,0
7524-VRLPL,Two year,DSL,Credit card (automatic),74.1000,5031.0000,0,69,0,1,0
1069-XAIEM,Month-to-month,Fiber optic,Electronic check,85.0500,85.0500,3,1,1,1,1
7569-NMZYQ,Two year,Fiber optic,Bank transfer (automatic),118.7500,8672.4500,0,72,1,0,0
5201-USSQZ,Month-to-month,Fiber optic,Credit card (automatic),85.9000,2196.4500,2,26,0,0,0
2105-PHWON,Month-to-month,Fiber optic,Credit card (automatic),95.0000,3008.1500,1,33,1,0,0
1494-EJZDW,Two year,No,Mailed check,20.1500,220.8000,0,10,0,0,0
4884-TVUQF,Two year,Fiber optic,Credit card (automatic),101.3000,5779.6000,0,57,0,1,0
8003-EWNDZ,Month-to-month,No,Electronic check,21.2000,222.6500,0,10,1,0,0
1897-RCFUM,One year,No,Mailed check,24.2000,914.6000,0,39,1,0,0
9256-JTBNZ,Month-to-month,No,Bank transfer (automatic),20.3000,246.3000,0,11,0,0,0
4658-HCOHW,Month-to-month,Fiber optic,Electronic check,102.8000,2110.1500,1,21,1,0,1
2211-RMNHO,Two year,DSL,Bank transfer (automatic),85.3000,5560.0000,1,68,0,0,0
